name,category,subtype,lat,lon,addr_city,addr_province,addr_street,osm_type,osm_id
Nhà văn hóa  làng Cầu,community_centre,,20.93257,106.0069,,,,node,13200056812
Nhà văn hóa - Hội trường thôn Quan Độ,community_centre,,21.16692,105.92617,Bắc Ninh,Bac Ninh,,way,1482914845
Nhà văn hóa 3-2,community_centre,,20.43307,106.18144,,,,way,1062489765
Nhà văn hóa An Nhơn,community_centre,,13.88666,109.11356,,,Trần Phú,node,4679471089
Nhà văn hóa An Phú Tây,community_centre,,10.68243,106.61553,,,,way,489591413
Nhà văn hóa An Đào,community_centre,,21.00096,105.94054,,,,way,1322156153
Nhà văn hóa Bản Trung Chính,community_centre,,19.00645,104.84041,,,,node,5900752986
Nhà văn hóa Bắc Mai Dịch,community_centre,,21.04292,105.77617,,,,way,954924142
Nhà văn hóa Bằng A,community_centre,,20.96135,105.82147,Hanoi,Hanoi,Ngõ 15 Bằng Liệt,node,6849163864
Nhà văn hóa Cái Răng,community_centre,,10.00528,105.75097,,,,way,544270607
Nhà văn hóa Công nhân Hà Tu,community_centre,,20.95822,107.15502,,,,way,675996006
Nhà văn hóa Cầu Đào,community_centre,,21.06341,106.23386,Bắc Ninh,Bac Ninh,Phố Ngụ,way,1349895601
Nhà văn hóa Giáp Nhị,community_centre,,20.9759,105.84603,,,,way,1489635598
Nhà văn hóa Giấy Bãi Bằng,community_centre,,21.40088,105.3179,,,,way,1211601205
Nhà văn hóa Hòa Bình Hạ,community_centre,,20.92649,105.96467,,,,way,1480749969
Nhà văn hóa Hòa Bình Thượng,community_centre,,20.93149,105.96535,,,,way,1480749975
Nhà văn hóa KP Đa Ngư,community_centre,,12.96141,109.39752,,,,node,13444668094
Nhà văn hóa KTT Cầu 12,community_centre,,21.03281,105.94927,,,,way,1221316628
Nhà văn hóa Khu 9A,community_centre,,20.95503,107.02369,,,,way,674647554
Nhà văn hóa Khu Vạn Phúc,community_centre,,21.20592,106.0378,Bắc Ninh,Bac Ninh,Đường Vạn An - Tam Đa,way,790821817
Nhà văn hóa Khu dân cư 6,community_centre,,8.68357,106.60831,,,,way,751056566
Nhà văn hóa Khu dân cư Thăng Long - Hải Bối,community_centre,,21.11097,105.78899,,,,node,12595041061
Nhà văn hóa Khu phố 1,community_centre,,10.96728,106.86497,,,,node,12641846841
Nhà văn hóa Khu phố 1,community_centre,,10.96884,106.85602,Thành phố Biên Hòa,Tỉnh Đồng Nai,Đường Đồng Khởi,way,984360669
Nhà văn hóa Khu phố 1,community_centre,,10.93402,106.85317,,,,way,1040527277
Nhà văn hóa Khu phố 1,community_centre,,10.96232,106.78042,,,,way,1046846552
Nhà văn hóa Khu phố 1,community_centre,,10.93578,106.81621,,,,way,1047084809
Nhà văn hóa Khu phố 1,community_centre,,10.91612,106.82857,,,,way,1047084817
Nhà văn hóa Khu phố 1,community_centre,,10.969,106.83635,,,,way,1047866492
Nhà văn hóa Khu phố 1,community_centre,,10.95364,106.83857,,,,way,1055682139
Nhà văn hóa Khu phố 1,community_centre,,10.95972,106.83758,,,,way,1112898947
Nhà văn hóa Khu phố 10,community_centre,,10.94988,106.82138,,,,way,1021639852
Nhà văn hóa Khu phố 10,community_centre,,10.90575,106.84566,,,,way,1034404639
Nhà văn hóa Khu phố 10,community_centre,,10.97644,106.8859,,,,way,1040799946
Nhà văn hóa Khu phố 11,community_centre,,10.98092,106.84063,,,,way,1178316079
Nhà văn hóa Khu phố 11A,community_centre,,10.98544,106.83679,,,,way,1178322762
Nhà văn hóa Khu phố 13,community_centre,,10.96009,106.85726,,,,way,1080766826
Nhà văn hóa Khu phố 17,community_centre,,10.95895,106.84449,,,,way,1039072267
Nhà văn hóa Khu phố 2,community_centre,,10.93008,106.82054,,,,way,1040527273
Nhà văn hóa Khu phố 2,community_centre,,10.98096,106.85611,,,,way,1044279143
Nhà văn hóa Khu phố 2,community_centre,,10.94879,106.78559,,,,way,1046846563
Nhà văn hóa Khu phố 27,community_centre,,10.96402,106.84927,,,,way,1023293032
Nhà văn hóa Khu phố 3,community_centre,,10.94834,106.81879,,,,way,1033814269
Nhà văn hóa Khu phố 3,community_centre,,10.95125,106.81222,,,,way,1041414665
Nhà văn hóa Khu phố 3,community_centre,,10.926,106.81099,,,,way,1044436166
Nhà văn hóa Khu phố 3,community_centre,,10.95491,106.78363,,,,way,1046846567
Nhà văn hóa Khu phố 3,community_centre,,10.96689,106.83827,,,,way,1047840515
Nhà văn hóa Khu phố 3,community_centre,,10.98978,106.85305,,,,way,1082624108
Nhà văn hóa Khu phố 3A,community_centre,,10.99196,106.86395,,,,way,1274528703
Nhà văn hóa Khu phố 4,community_centre,,10.9283,106.82278,,,,way,1044436164
Nhà văn hóa Khu phố 4,community_centre,,10.94982,106.77787,,,,way,1046846543
Nhà văn hóa Khu phố 4,community_centre,,10.9679,106.83597,,,,way,1049517969
Nhà văn hóa Khu phố 4,community_centre,,10.95461,106.83489,,,,way,1049570839
Nhà văn hóa Khu phố 4B,community_centre,,10.99874,106.87889,,,,way,1112903287
Nhà văn hóa Khu phố 5,community_centre,,10.97651,106.87514,,,,way,1040799942
Nhà văn hóa Khu phố 5,community_centre,,10.92528,106.82164,,,,way,1047084812
Nhà văn hóa Khu phố 5,community_centre,,10.98164,106.86655,,,,way,1112903286
Nhà văn hóa Khu phố 5,community_centre,,10.95088,106.85803,,,,way,1425704160
Nhà văn hóa Khu phố 6,community_centre,,10.94257,106.82815,,,,way,1026179684
Nhà văn hóa Khu phố 6,community_centre,,10.95673,106.82264,,,,way,1054161459
Nhà văn hóa Khu phố 6,community_centre,,10.96814,106.83897,,,,way,1064768890
Nhà văn hóa Khu phố 6,community_centre,,10.95587,106.86135,,,,way,1085721444
Nhà văn hóa Khu phố 6,community_centre,,10.94625,106.86781,,,,way,1355193810
Nhà văn hóa Khu phố 7,community_centre,,10.95376,106.85287,,,,way,1039029831
Nhà văn hóa Khu phố 7,community_centre,,10.96193,106.85208,,,,way,1050288357
Nhà văn hóa Khu phố 7,community_centre,,10.97131,106.84501,,,,way,1178329297
Nhà văn hóa Khu phố 8,community_centre,,10.97829,106.87854,,,,way,1040799945
Nhà văn hóa Khu phố 8,community_centre,,10.96755,106.85236,,,,way,1049517974
Nhà văn hóa Khu phố 8,community_centre,,11.09762,107.03332,,,,way,1050961973
Nhà văn hóa Khu phố 9,community_centre,,10.96239,106.89698,,,,way,1009624050
Nhà văn hóa Khu phố 9,community_centre,,10.97695,106.84772,,,,way,1081679328
Nhà văn hóa Khu phố An Hoà,community_centre,,10.93536,106.80136,,,,way,1046823577
Nhà văn hóa Khu phố Bình Hóa,community_centre,,10.9436,106.79681,,,,way,1046823573
Nhà văn hóa Khu phố Bính Hạ,community_centre,,21.11609,105.95241,Bắc Ninh,Bac Ninh,Phố Bính Hạ,way,1423063990
Nhà văn hóa Khu phố Bất Phí,community_centre,,21.18336,106.13734,Bắc Ninh,Bắc Ninh,Đường Quang Trung,way,1417560233
Nhà văn hóa Khu phố Châm Khê,community_centre,,21.17723,106.03624,Bắc Ninh,Bac Ninh,,way,1415665786
Nhà văn hóa Khu phố Cung Kiệm,community_centre,,21.18489,106.15976,,,,way,1326069115
Nhà văn hóa Khu phố Cầu Hang,community_centre,,10.92525,106.8025,,,,way,1046823580
Nhà văn hóa Khu phố Dương Ổ,community_centre,,21.16371,106.03291,Bắc Ninh,Bac Ninh,Đường Cầu Tiên,way,1448426846
Nhà văn hóa Khu phố Lựa,community_centre,,21.14153,106.17578,Bắc Ninh,Bac Ninh,,node,12803450979
Nhà văn hóa Khu phố Miễu,community_centre,,10.88477,106.90307,,,,way,1044255041
Nhà văn hóa Khu phố Nam Hà,community_centre,,10.95101,106.82546,,,,way,1040527279
Nhà văn hóa Khu phố Nghè,community_centre,,21.14029,105.94426,Bắc Ninh,Bac Ninh,Phố Đồng Kỵ 2,way,1422856228
Nhà văn hóa Khu phố Nghĩa Lập,community_centre,,21.13455,105.92997,Bắc Ninh,Bac Ninh,,way,1478877779
Nhà văn hóa Khu phố Ngư Đại,community_centre,,21.19252,106.12274,Bắc Ninh,Bac Ninh,,way,1337938111
Nhà văn hóa Khu phố Phù Khê Đông,community_centre,,21.14315,105.93545,Bắc Ninh,Bac Ninh,Phố Vĩnh Lại,way,1478877769
Nhà văn hóa Khu phố Phúc Sơn,community_centre,,21.19817,106.07245,Bắc Ninh,Bac Ninh,Đường Phúc Sơn,way,1416439651
Nhà văn hóa Khu phố Quế Tân,community_centre,,21.16112,106.17832,Thành phố Bắc Ninh,Bắc Ninh,Đường Khuất Duy Tiến,way,1324725112
Nhà văn hóa Khu phố Sau,community_centre,,21.175,106.1673,,,,way,1326069114
Nhà văn hóa Khu phố Sơn Trung,community_centre,,21.1411,106.09152,Bắc Ninh,Bac Ninh,,way,1387021846
Nhà văn hóa Khu phố Thanh Nhàn,community_centre,,21.13588,105.94631,Bắc Ninh,Bac Ninh,Phố Đồng Kỵ 2,way,1388268086
Nhà văn hóa Khu phố Tiêu Thượng,community_centre,,21.13558,105.98262,Bắc Ninh,Bac Ninh,Phố Nguyễn Đức Đôn,way,651503568
Nhà văn hóa Khu phố Tiến Bào,community_centre,,21.13603,105.93485,Bắc Ninh,Bac Ninh,,way,1433740848
Nhà văn hóa Khu phố Trại Đường,community_centre,,21.17682,106.14934,,,,way,1353091194
Nhà văn hóa Khu phố Trầm,community_centre,,21.09795,105.94708,Bắc Ninh,Bac Ninh,Đường Lý Cao Tông,way,902641919
Nhà văn hóa Khu phố Tân Thịnh,community_centre,,21.12451,106.16438,Bắc Ninh,Bac Ninh,,way,1327203202
Nhà văn hóa Khu phố Tư,community_centre,,21.13868,105.9482,Bắc Ninh,Bac Ninh,Phố Đồng Kỵ 1,way,650062730
Nhà văn hóa Khu phố Xa Loan,community_centre,,21.1293,106.17361,,,,way,1327203211
Nhà văn hóa Khu phố Đanh,community_centre,,21.16916,106.1653,,,,way,1326069111
Nhà văn hóa Khu phố Đình,community_centre,,21.10833,105.95231,Bắc Ninh,Bac Ninh,Phố Cổ Pháp,way,576742560
Nhà văn hóa Khu phố Đồng Nai,community_centre,,10.94219,106.80795,,,,way,1046823575
Nhà văn hóa Khối 1,community_centre,,18.82197,105.70615,,,,way,1070108291
Nhà văn hóa Khối 2,community_centre,,18.82452,105.70714,,,,way,1070108314
Nhà văn hóa Khối 3,community_centre,,18.82724,105.70334,,,,way,1070108294
Nhà văn hóa Khối 5,community_centre,,18.8275,105.70093,,,,way,1069888266
Nhà văn hóa Khối 6,community_centre,,18.82496,105.70165,,,,way,1070108310
Nhà văn hóa Khối 7,community_centre,,18.82295,105.69908,,,,way,1070108309
Nhà văn hóa Kim Giang,community_centre,,20.97851,105.81581,,,,way,1509740863
Nhà văn hóa Kim Lũ,community_centre,,20.97793,105.81839,,,,way,1509740859
Nhà văn hóa Kim Quan,community_centre,,21.05854,105.90035,,,,way,1187726806
Nhà văn hóa Kim Văn,community_centre,,20.97514,105.82314,,,,way,1482787841
Nhà văn hóa Lao Động,community_centre,,20.89656,106.42578,,,,way,628746785
Nhà văn hóa Lao động,community_centre,,10.04147,105.79362,,,,way,371839379
Nhà văn hóa Linh Đàm,community_centre,,20.96389,105.83518,,,,way,1104873479
Nhà văn hóa Nam Dư Hạ,community_centre,,20.97703,105.88386,,,,way,1524880490
Nhà văn hóa Nông trường Xà Bang,community_centre,,10.72404,107.24706,,,,way,727261637
Nhà văn hóa Núi Béo,community_centre,,20.94123,107.11149,,,,way,676780313
Nhà văn hóa Phường An Bình,community_centre,,10.86805,106.74853,,,,way,291853357
Nhà văn hóa Phường Phúc Đồng,community_centre,,21.03869,105.89909,,,,node,4388678292
Nhà văn hóa Phường Thạnh Lộc (Cũ),community_centre,,10.87836,106.67857,,Thành phố Hồ Chí Minh,Hà Huy Giáp,way,1431677113
Nhà văn hóa Phụng Châu,community_centre,,20.95033,105.70985,,,,way,792416737
Nhà văn hóa Pin Văn Điển,community_centre,,20.94584,105.84291,,,,way,1157172106
Nhà văn hóa TDP Gò Cao,community_centre,,21.65756,105.827,,,,way,1249799449
Nhà văn hóa TDP Hoàng II,community_centre,,21.05821,105.78355,,,,node,3387043431
Nhà văn hóa TDP Trù I,community_centre,,21.06198,105.78089,,,,way,699079319
Nhà văn hóa TDP Vải,community_centre,,21.65142,105.83342,,,,way,1249799388
Nhà văn hóa TDP Đồng Thái,community_centre,,21.64609,105.83988,,,,way,1249437592
Nhà văn hóa TDP Đồng Thịnh,community_centre,,21.64404,105.84104,,,,way,1249438523
Nhà văn hóa Thanh Hà,community_centre,,20.92835,105.78951,,,,way,1467996348
Nhà văn hóa Thanh Xuân,community_centre,,21.00175,105.7973,,,,way,661165874
Nhà văn hóa Thanh niên tỉnh BR-VT,community_centre,,10.34111,107.07498,,,,way,118946679
Nhà văn hóa Thanh thiếu nhi tỉnh Đắk Lắk,community_centre,,12.67755,108.04489,,,,way,1018940373
Nhà văn hóa Thiếu nhi phường Vệ An,community_centre,,21.18522,106.06192,Bắc Ninh,Bac Ninh,Đường Thiên Đức,way,1465123430
Nhà văn hóa Thôn 3,community_centre,,20.99711,105.91584,,,,way,1197139583
Nhà văn hóa Thôn 5,community_centre,,21.02555,105.51546,,,,node,9844633826
Nhà văn hóa Thôn 5 xã Cộng Hoà,community_centre,,20.97258,105.67575,,,,node,12151030988
Nhà văn hóa Thôn Bèn,community_centre,,20.7727,105.68431,,,,way,762456403
Nhà văn hóa Thôn Công Đình,community_centre,,21.07455,105.93706,,,,way,659909931
Nhà văn hóa Thôn Cầu,community_centre,,20.77924,105.68348,,,,way,762456415
Nhà văn hóa Thôn Du Ngoại,community_centre,,21.08501,105.90439,,,,way,660703573
Nhà văn hóa Thôn Du Quang,community_centre,,14.839,108.97568,,,,way,1233309030
Nhà văn hóa Thôn Hoà Phong,community_centre,,20.77169,105.72161,,,,way,765136216
Nhà văn hóa Thôn Hoành,community_centre,,20.8021,105.67359,,,,way,762125888
Nhà văn hóa Thôn Hà My Đông A,community_centre,,15.92363,108.31749,,,,node,3079969098
Nhà văn hóa Thôn Hạ,community_centre,,21.06205,105.93388,,,,way,659909991
Nhà văn hóa Thôn Hạ,community_centre,,20.71001,105.75939,,,,way,767859398
Nhà văn hóa Thôn Hội An 1,community_centre,,14.90358,108.94236,,,,way,1233308970
Nhà văn hóa Thôn Phú Mỹ,community_centre,,13.32946,109.208,,Phú Yên,,way,1262082291
Nhà văn hóa Thôn Thượng,community_centre,,21.07531,105.93008,,,,way,659860791
Nhà văn hóa Thôn Viên,community_centre,,21.06564,105.7796,,,Đường Cổ Nhuế,way,699218396
Nhà văn hóa Thôn Vĩnh Lạc,community_centre,,20.77074,105.70191,,,,way,764169925
Nhà văn hóa Thôn Xóm Đông,community_centre,,20.9988,105.57618,,,,way,856836414
Nhà văn hóa Thôn Yến Vỹ,community_centre,,20.61148,105.77698,,,,way,768420576
Nhà văn hóa Thôn Đông,community_centre,,20.78521,105.83091,,,,node,10796252679
Nhà văn hóa Thôn Định Trọng,community_centre,,21.12087,105.66337,,,,way,1374389130
Nhà văn hóa Thôn Đồng Kho,community_centre,,20.994,105.57487,,,,way,856836435
Nhà văn hóa Thể thao phường Bồ Đề,community_centre,,21.03836,105.87184,,,,way,704250767
Nhà văn hóa Thịnh Liệt,community_centre,,20.97475,105.8494,,,,way,1492235998
Nhà văn hóa Thịnh Liệt,community_centre,,20.96649,105.83601,,,,way,1533859382
Nhà văn hóa Thụy Trình,community_centre,,20.57645,106.56226,,,,way,1469338194
Nhà văn hóa Trung tâm tỉnh Cao Bằng,community_centre,,22.66643,106.25884,,,,way,1079049761
Nhà văn hóa Trường Sa,community_centre,,11.42817,114.33175,,,,way,610144901
Nhà văn hóa Tân Thới Hiệp,community_centre,,10.86497,106.64086,Phường Tân Thới Hiệp,,Đường Nguyễn Thị Đặng,node,10231064106
Nhà văn hóa Tương Mai,community_centre,,20.99279,105.84592,,,Ngách 91 Ngõ Trại Cá,way,1453703077
Nhà văn hóa Tổ dân phố 1 Cẩm Giang,community_centre,,21.12885,105.97125,Thành phố Bắc Ninh,Bac Ninh,Đường Hoàng Quốc Việt,way,1441931918
Nhà văn hóa Tổ dân phố 1 Đình,community_centre,,20.99729,105.75562,,,Ngõ 121 Đường Tây Mỗ,way,1416106099
Nhà văn hóa Tổ dân phố 2 Y Na,community_centre,,21.19512,106.0679,Bắc Ninh,Bac Ninh,Phố Huỳnh Tấn Phát,way,1469828616
Nhà văn hóa Tổ dân phố 2 Đình,community_centre,,20.99721,105.75599,,,Đường Quang Tiến,way,1416106100
Nhà văn hóa Tổ dân phố 3,community_centre,,17.75562,106.39753,,,,way,1387988876
Nhà văn hóa Tổ dân phố 4,community_centre,,17.75395,106.4014,,,,way,1387988875
Nhà văn hóa Tổ dân phố 5 Mễ Trì Hạ,community_centre,,21.01078,105.77727,,,,way,1459211215
Nhà văn hóa Tổ dân phố 9,community_centre,,20.97817,105.7785,,,,way,1451374616
Nhà văn hóa Tổ dân phố An Lạc,community_centre,,21.01495,105.92602,,,,way,1194656081
Nhà văn hóa Tổ dân phố An Thái,community_centre,,21.00018,105.75752,,,Đường Quang Tiến,way,1460925876
Nhà văn hóa Tổ dân phố Bà La,community_centre,,21.10849,105.95579,Bắc Ninh,Bac Ninh,Phố Bà La,way,1452915867
Nhà văn hóa Tổ dân phố Bình Minh,community_centre,,21.02,105.94099,,,,way,1216789414
Nhà văn hóa Tổ dân phố Bùi Xá,community_centre,,21.01223,106.03495,Bắc Ninh,Bac Ninh,,way,1539776111
Nhà văn hóa Tổ dân phố Bút Tháp,community_centre,,21.05967,106.02699,Bắc Ninh,Bac Ninh,,way,1540727652
Nhà văn hóa Tổ dân phố Bồ Sơn,community_centre,,21.16909,106.06276,Bắc Ninh,Bac Ninh,Phố Bồ Sơn,way,1374635364
Nhà văn hóa Tổ dân phố Chu Mẫu,community_centre,,21.16651,106.09739,Thành phố Bắc Ninh,Bac Ninh,Đường Chu Mẫu,way,1408484896
Nhà văn hóa Tổ dân phố Chính Trung,community_centre,,21.01635,105.93832,,,,way,1179985316
Nhà văn hóa Tổ dân phố Chùa Dận,community_centre,,21.10874,105.94235,Bắc Ninh,Bac Ninh,,way,1455198326
Nhà văn hóa Tổ dân phố Chương Xá,community_centre,,21.06601,106.09392,Thành phố Bắc Ninh,Bac Ninh,,way,1549400553
Nhà văn hóa Tổ dân phố Công Binh,community_centre,,21.19655,106.0795,Bắc Ninh,Bac Ninh,Ngõ 145 Đường Cô Mễ,way,1489536921
Nhà văn hóa Tổ dân phố Cơ Khí,community_centre,,21.02839,105.93956,,,,way,1120284602
Nhà văn hóa Tổ dân phố Cẩm Xá,community_centre,,21.0689,106.24138,Thành phố Bắc Ninh,Bac Ninh,,way,1548113946
Nhà văn hóa Tổ dân phố Cửu Việt,community_centre,,21.00848,105.93916,,,,way,1217825601
Nhà văn hóa Tổ dân phố Do Nha,community_centre,,21.17357,106.10893,Bắc Ninh,Bac Ninh,,way,1490614913
Nhà văn hóa Tổ dân phố Ga,community_centre,,20.94108,105.84587,,,,way,1157172110
Nhà văn hóa Tổ dân phố Giang Liễu,community_centre,,21.16112,106.127,Bắc Ninh,Bac Ninh,Phố Phan Kế Bính,way,1324009744
Nhà văn hóa Tổ dân phố Giữa,community_centre,,21.04843,106.109,Bắc Ninh,Bac Ninh,,way,1540391235
Nhà văn hóa Tổ dân phố Hoàng Quốc Việt,community_centre,,21.11696,105.964,Bắc Ninh,Bac Ninh,Phố Yên Lã,way,1447156805
Nhà văn hóa Tổ dân phố Hà Liễu,community_centre,,21.16679,106.14061,Thành phố Bắc Ninh,Bắc Ninh,Phố Lương Định Của,way,1324009702
Nhà văn hóa Tổ dân phố Hà Liễu (Trại Hà),community_centre,,21.16442,106.14594,Bắc Ninh,Bắc Ninh,Phố Lương Định Của,way,1326069109
Nhà văn hóa Tổ dân phố Hạnh,community_centre,,20.99997,105.74547,,,Ngõ 193 Phố Cầu Cốc,way,1481770887
Nhà văn hóa Tổ dân phố Hồ Ngọc Lân,community_centre,,21.18519,106.06567,Bắc Ninh,Bac Ninh,Phố Tản Đà,way,1348666929
Nhà văn hóa Tổ dân phố Hữu Chấp,community_centre,,21.21985,106.06431,Bắc Ninh,Bac Ninh,Đường Nguyễn Văn Huyên,way,1416433805
Nhà văn hóa Tổ dân phố Khúc Toại,community_centre,,21.18333,106.04939,Bắc Ninh,Bac Ninh,,way,1423917009
Nhà văn hóa Tổ dân phố Khả Lễ,community_centre,,21.16146,106.05191,Bắc Ninh,Bac Ninh,Đường Khả Lễ,way,1475055093
Nhà văn hóa Tổ dân phố Kiên Thành,community_centre,,21.00831,105.95123,,,,way,1220475763
Nhà văn hóa Tổ dân phố Liên Cơ,community_centre,,20.9719,105.95371,,,Ngõ 342 Đường Kiêu Kỵ,way,1528523838
Nhà văn hóa Tổ dân phố Liễu Khê,community_centre,,21.00331,106.01661,Bắc Ninh,Bac Ninh,,way,1539776128
Nhà văn hóa Tổ dân phố Liễu Ngạn,community_centre,,21.00629,106.02968,Bắc Ninh,Bac Ninh,,way,1539776120
Nhà văn hóa Tổ dân phố Lãm Làng,community_centre,,21.15139,106.10326,Bắc Ninh,Bac Ninh,Đường Núi Bàn Cờ,way,1534798450
Nhà văn hóa Tổ dân phố Lãm Trại,community_centre,,21.15351,106.0958,Bắc Ninh,Bac Ninh,Đường Nguyễn Văn Bảng,way,1534798458
Nhà văn hóa Tổ dân phố Lò,community_centre,,21.00211,105.74518,,,Hẻm 193/17/25 Phố Cầu Cốc,way,1415874152
Nhà văn hóa Tổ dân phố Lạc Hoài,community_centre,,21.04999,106.08299,Bắc Ninh,Bac Ninh,,way,1547242456
Nhà văn hóa Tổ dân phố Lạc Thổ Nam,community_centre,,21.06291,106.09147,Thành phố Bắc Ninh,Bac Ninh,,way,1549400554
Nhà văn hóa Tổ dân phố Mao Dộc,community_centre,,21.15426,106.13714,Thành phố Bắc Ninh,Bac Ninh,Phố Nguyễn Đình Trạch,way,1427623590
Nhà văn hóa Tổ dân phố Mao Trung,community_centre,,21.15212,106.14407,Thành phố Bắc Ninh,Bac Ninh,Phố Phạm Đình Phan,way,1427623594
Nhà văn hóa Tổ dân phố Me,community_centre,,21.15538,105.92894,Bắc Ninh,Bac Ninh,Phố Nguyễn Sỹ Nguyên,way,661161580
Nhà văn hóa Tổ dân phố Minh Khai,community_centre,,21.12127,105.96735,Bắc Ninh,Bac Ninh,Phố Diệu Tiên,way,1455198324
Nhà văn hóa Tổ dân phố Nghĩa Xá,community_centre,,21.01023,106.11961,Bắc Ninh,Bac Ninh,,way,1540893741
Nhà văn hóa Tổ dân phố Nguyễn Trãi,community_centre,,21.17459,106.06111,Bắc Ninh,Bac Ninh,Đường Nguyễn Trãi,way,1532611955
Nhà văn hóa Tổ dân phố Ninh Xá 3,community_centre,,21.17663,106.05525,Bắc Ninh,Bac Ninh,Phố Xuân Diệu,way,697005484
Nhà văn hóa Tổ dân phố Ninh Xá 4,community_centre,,21.17909,106.06564,Bắc Ninh,Bac Ninh,Đường Nguyễn Cao,way,1446338072
Nhà văn hóa Tổ dân phố Ninh Xá 5,community_centre,,21.17424,106.06146,Bắc Ninh,Bac Ninh,Phố Nguyễn Văn Trỗi,way,1446338071
Nhà văn hóa Tổ dân phố Niềm Xá,community_centre,,21.18143,106.05482,Bắc Ninh,Bac Ninh,Phố Niềm Xá,way,1447743645
Nhà văn hóa Tổ dân phố Niềm Xá,community_centre,,21.1818,106.05317,Bắc Ninh,Bac Ninh,,way,1478725395
Nhà văn hóa Tổ dân phố Nông Lâm,community_centre,,21.00607,105.935,,,,way,1528523828
Nhà văn hóa Tổ dân phố Phú Hà,community_centre,,21.00091,105.75285,,,Ngách 27/54 Đường Tây Mỗ,way,1454584034
Nhà văn hóa Tổ dân phố Phú Thứ,community_centre,,21.00514,105.75169,,,Ngách 27/9 Đường Tây Mỗ,way,1454584033
Nhà văn hóa Tổ dân phố Phượng,community_centre,,21.00326,105.74952,,,Ngõ 116 Đường Tây Mỗ,way,1458418411
Nhà văn hóa Tổ dân phố Phố Hồ,community_centre,,21.06187,106.0851,Thành phố Bắc Ninh,Bac Ninh,Ngõ 124 Đường Âu Cơ,way,1549400556
Nhà văn hóa Tổ dân phố Phố Mới,community_centre,,21.18009,106.06176,Bắc Ninh,Bac Ninh,Đường Ngô Gia Tự,way,1486914137
Nhà văn hóa Tổ dân phố Phố Mới,community_centre,,21.05826,106.08634,Bắc Ninh,Bac Ninh,,way,1540939211
Nhà văn hóa Tổ dân phố Quang Hưng,community_centre,,21.01234,106.11668,Bắc Ninh,Bac Ninh,,way,1540893744
Nhà văn hóa Tổ dân phố Quyết Tâm,community_centre,,20.97769,105.7442,,,,node,12944133240
Nhà văn hóa Tổ dân phố Rích Gạo,community_centre,,21.0859,105.97012,Bắc Ninh,Bac Ninh,,way,1540935890
Nhà văn hóa Tổ dân phố Song Tháp,community_centre,,21.11684,105.92848,Bắc Ninh,Bac Ninh,Phố Song Tháp,way,661161687
Nhà văn hóa Tổ dân phố Suối Hoa 1,community_centre,,21.18693,106.07524,Bắc Ninh,Bac Ninh,Phố Vương Văn Trà,node,13675028959
Nhà văn hóa Tổ dân phố Suối Hoa 1,community_centre,,21.18693,106.07519,Bắc Ninh,Bac Ninh,Phố Vương Văn Trà,way,1470273265
Nhà văn hóa Tổ dân phố Suối Hoa 2,community_centre,,21.18679,106.06934,Bắc Ninh,Bac Ninh,Phố Mai Bang,way,1470273263
Nhà văn hóa Tổ dân phố Suối Hoa 3,community_centre,,21.18488,106.06993,Bắc Ninh,Bac Ninh,Phố Lê Quý Đôn,way,1465120933
Nhà văn hóa Tổ dân phố Sơn,community_centre,,21.14259,106.05274,Bắc Ninh,Bac Ninh,,way,1545646080
Nhà văn hóa Tổ dân phố Sơn Nam,community_centre,,21.13674,106.11116,Bắc Ninh,Bac Ninh,Đường Sơn Nam,way,1424816016
Nhà văn hóa Tổ dân phố Sơn Đông,community_centre,,21.14409,106.11339,Bắc Ninh,Bắc Ninh,Đường Sơn Đông,way,1417234381
Nhà văn hóa Tổ dân phố Tam Á,community_centre,,21.03324,106.06822,Bắc Ninh,Bac Ninh,,way,1539924565
Nhà văn hóa Tổ dân phố Thanh An,community_centre,,21.18545,106.0835,Bắc Ninh,Bac Ninh,Phố Bà Huyện Thanh Quan,way,1334483930
Nhà văn hóa Tổ dân phố Thanh Bình,community_centre,,21.13522,105.9446,Thành phố Bắc Ninh,Bac Ninh,Đường Nguyễn Văn Cừ,way,650062700
Nhà văn hóa Tổ dân phố Thanh Sơn,community_centre,,21.18648,106.08408,Bắc Ninh,Bac Ninh,Phố Lê Văn Hưu,way,1326841414
Nhà văn hóa Tổ dân phố Thành Trung,community_centre,,21.01369,105.9358,,,,way,1486254277
Nhà văn hóa Tổ dân phố Thái Bảo,community_centre,,21.14465,106.11005,Bắc Ninh,Bac Ninh,Đường Thái Bảo,way,1534798452
Nhà văn hóa Tổ dân phố Tháp,community_centre,,20.99296,105.75498,Hà Nội,,,way,755090162
Nhà văn hóa Tổ dân phố Thượng,community_centre,,21.10871,105.95836,Bắc Ninh,Bac Ninh,Ngõ 38 Phố Cổ Pháp,way,1433740835
Nhà văn hóa Tổ dân phố Thượng Đồng,community_centre,,21.19631,106.0534,Bắc Ninh,Bac Ninh,Ngõ 764 Đường Thiên Đức,way,1343784080
Nhà văn hóa Tổ dân phố Thị Chung,community_centre,,21.18787,106.06286,Bắc Ninh,Bac Ninh,Đường Hồ Ngọc Lân,way,1344686052
Nhà văn hóa Tổ dân phố Thị Cầu 1,community_centre,,21.19419,106.08568,Thành phố Bắc Ninh,Bac Ninh,,node,12350337080
